search;found_place;address;latitude;longitude;facility_label;Notes
TPA open Dumping Manggarai;TPA Benowo;QJJJ+2MF, Unnamed Road, Romokalisari, Kec. Benowo, Surabaya, Jawa Timur 60192;-7.1272888;112.7346029;Tempat Pembuangan Sampah;
TPA Laindeha Sumba Timur;TPA LAINDEHA;78MP+443, Kambata Tana, Kec. Pandawai, Kabupaten Sumba Timur, Nusa Tenggara Tim.;-9.7172435;120.335287;Museum;
TPA Labuan Bajo Warloka Manggarai Barat;TPA Warloka;Unnamed Road, Warloka, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim.;-8.6008216;119.8297031;Tempat Pembuangan Sampah;
TPSS Watugaigal Sumba Tengah;Not Found;Not Found;-9.5625504;119.6207572;Not Found;
TPA BORONG(MBO LOPI) Manggarai Timur;TPA Borong;4MX5+5GW, Tanah Rata, Kec. Kota Komba, Kabupaten Manggarai Timur, Nusa Tenggara Tim.;-8.8520159;120.6588376;Sekolah;0
TPA ALak Kupang;TPA ALAK;Unnamed Road, Alak, Kec. Alak, Kota Kupang, Nusa Tenggara Tim.;-10.2003663;123.547293;Tempat Pembuangan Sampah;
TPA Sungai Bakau Besar Laut Mempawah;Tempat Pembuangan Akhir;823R+4MC, Sei Bakau Besar Laut, Kec. Sungai Pinyuh, Kab. Mempawah, Kalimantan Barat 78353;0.3026391;109.0420992;Tempat Pembuangan Sampah;
TPA Kembayan Sanggau;Taman Pendidikan Al-Qur'an (TPA/TPQ) Baitul Qudus;J9H6+MXF, jln mekar desa, Tunggal Bhakti, Kec. Kembayan, Kabupaten Sanggau, Kalimantan Barat 78555;0.6292286;110.3622655;Tempat Ibadah;1
TPA Sosok Sanggau;GG.TPA;76MM+2FM, Jl. Tayan - Sosok, Sosok, Kec. Tayan Hulu, Kabupaten Sanggau, Kalimantan Barat 78562;0.2237774;110.4152221;Tempat Pembuangan Sampah;
TPA Tanjak Mulung Sanggau;TPA Sei Kosak;5H4W+8P7, Sungai kosak,kelurahan, Sungai Sengkuang, Kec. Kapuas, Kabupaten Sanggau, Kalimantan Barat 78516;0.1557828;110.5967849;Tempat Pembuangan Sampah;
TPA Bodok Sanggau;TPA Sei Kosak;5H4W+8P7, Sungai kosak,kelurahan, Sungai Sengkuang, Kec. Kapuas, Kabupaten Sanggau, Kalimantan Barat 78516;0.1557828;110.5967849;Tempat Pembuangan Sampah;
TPA Sungai Setia Sanggau;TPA Sei Kosak;5H4W+8P7, Sungai kosak,kelurahan, Sungai Sengkuang, Kec. Kapuas, Kabupaten Sanggau, Kalimantan Barat 78516;0.1557828;110.5967849;Tempat Pembuangan Sampah;
TPA Sungai Kosak Sanggau;TPA Sei Kosak;5H4W+8P7, Sungai kosak,kelurahan, Sungai Sengkuang, Kec. Kapuas, Kabupaten Sanggau, Kalimantan Barat 78516;0.1557828;110.5967849;Tempat Pembuangan Sampah;
TPA Air upas Ketapang;Not Found;Not Found;-2.3993994;110.783006;Not Found;
TPA Tumbang Titi Ketapang;TPA TUMBANG TITI;5H7R+FVJ, Tumbang Titi, Kec. Tumbang Titi, Kabupaten Ketapang, Kalimantan Barat 78874;-1.836281;110.5921301;Tempat Pembuangan Sampah;
TPA Kendawangan Ketapang;TPA KENDAWANGAN;H69F+HH, Kendawangan Kiri, Kec. Kendawangan, Kabupaten Ketapang, Kalimantan Barat;-2.4763662;110.2216219;Tempat Pembuangan Sampah;
Tempat Pemrosesan Akhir (TPA) Sampah Muara Pawan Ketapang;TPS3R TPA Muara Pawan;72G8+JR, Sungai Awan Kiri, Kec. Muara Pawan, Kabupaten Ketapang, Kalimantan Barat;-1.7222403;110.0160979;Tempat Pembuangan Sampah;
TPA SIBAU HULU Kapuas Hulu;Not Found;Not Found;Not Found;Not Found;Not Found;
TPA Magmagan Bengkayang;Not Found;Not Found;Not Found;Not Found;Not Found;
Tempat Pembuangan Akhir Kayong Utara;TPA pampang harapan;PXMW+46M, Pampang Harapan, Kec. Sukadana, Kabupaten Kayong Utara, Kalimantan Barat;-1.267169;109.9955416;Tempat Pembuangan Sampah;
TPA BATU LAYANG Pontianak;Not Found;Not Found;0.0244312;109.3222887;Not Found;
TPA WONOSARI Singkawang;Tempat Pembuangan Akhir Kota Singkawang;W26J+W6C, Jl. Wonosari, Pajintan, Kec. Singkawang Tim., Kota Singkawang, Kalimantan Barat 79251;0.9123065;109.0305097;Tempat Pembuangan Sampah;
TPA Pangkalan Bun Kotawaringin Barat;Tempat Pembuangan Akhir;6JMV+585, Jl. Tranlik, Pasir Panjang, Kec. Arut Sel., Kabupaten Kotawaringin Barat, Kalimantan Tengah 74181;-2.7205887;111.6176918;Tempat Pembuangan Sampah;
TPA Kota Sampit Kotawaringin Timur;TPA Kota Sampit;Baamang Tengah, Kec. Baamang, Kabupaten Kotawaringin Timur, Kalimantan Tengah 74313;-2.4733731;112.8587918;Kantor Perusahaan;
TPA HANDEL PALINGET Kapuas;IPLT dan TPA Handel Palinget;2CXM+7J3, Tlk. Palinget, Kec. Pulau Petak, Kabupaten Kapuas, Kalimantan Tengah 73581;-2.9518731;114.4340434;Layanan Pengelolaan Limbah;
TPA RIKUT JAWU Barito Selatan;Not Found;Not Found;-1.7094908;114.8825203;Not Found;
TPA TUMBANG SAMBA Katingan;Not Found;Not Found;-2.3165412;113.1375286;Not Found;
TPA PENDAHARA BARU Katingan;Not Found;Not Found;-1.470939;112.9702044;Not Found;
TPA Hanau Seruyan;Not Found;Not Found;-2.8628031;112.2788754;Not Found;
TPA PEMATANG PANJANG Seruyan;TPA sungai bakau;JJRM+G34, Sungai Bakau, Seruyan Hilir, Kabupaten Seruyan, Kalimantan Tengah;-3.1637299;112.6028578;Tempat Pembuangan Sampah;
TPA Simpang Lunci Sukamara;Bundaran Simpang Lunci;66P4+GH9, Jl. Tjilik Riwut, Natai Sedawak, Kec. Sukamara, Kabupaten Sukamara, Kalimantan Tengah 74171;-2.763718;111.2064805;Taman;1
TPA KUALA KURUN Gunung Mas;TPA KOTA KUALA KURUN;VQHR+HP2, Jl. Tewah, Kuala Kurun, Kec. Tewah, Kabupaten Gunung MAS, Kalimantan Tengah;-1.1173217;113.7909663;Tempat Pembuangan Sampah;
TPA Desa Gohong Pulang Pisau;TPA Gohong Kabupaten Pulang Pisau;87J2+8R5, Gohong, Kec. Kahayan Hilir, Kabupaten Pulang Pisau, Kalimantan Tengah 74816;-2.6692464;114.252096;Tempat Pembuangan Sampah;
TPA Lenggang Barito Timur;TPA LENGGANG;74FM+HXH, Lenggang, Kec. Raren Batuah, Kabupaten Barito Timur, Kalimantan Tengah 73652;-1.7260628;115.1349985;Not Found;
TPA Luaw Benawa Barito Timur;TPA Luaw Benawa;V3HQ+7FF, Murutuwu, Kec. Paju Epat, Kabupaten Barito Timur, Kalimantan Tengah 73617;-2.1218148;115.0886809;Not Found;
TPA KM.14 Palangkaraya;UPT PENGELOLAAN SAMPAH AKHIR (TPA KM.14);VR76+WRQ, Bukit Tunggal, Kec. Jekan Raya, Kota Palangka Raya, Kalimantan Tengah 73113;-2.1351525;113.8120976;Kantor Pemerintah;
TPA Bakunci Tanah Laut;TPA BAKUNCI;Karang Taruna, Kec. Pelaihari, Kabupaten Tanah Laut, Kalimantan Selatan 70812;-3.823734;114.7419774;Tempat Pembuangan Sampah;
TPA SUNGUP Kotabaru;UPT TPA SUNGUP;J43H+HQ, Sungup Kanan, Kec. Pulau Laut Tengah, Kab. Kotabaru, Kalimantan Selatan 72156;-3.410244;116.1012676;Layanan Kebersihan;
TPA REGIONAL BANJAR BAKULA Banjar;TPA Sampah Regional Banjarbakula;Cempaka, Kec. Cemp., Kota Banjar Baru, Kalimantan Selatan 70733;-3.5044506;114.9141561;Kantor Perusahaan;
TPA Cahaya Kencana Banjar;Taman TPA CAHAYA KENCANA;GWRH+VH2, Padang Panjang, Kec. Karang Intan, Kabupaten Banjar, Kalimantan Selatan 70661;-3.457852;114.928898;Rumah Pondokan;0
TPA Banjarbakula Barito Kuala;TPA Sampah Regional Banjarbakula;Cempaka, Kec. Cemp., Kota Banjar Baru, Kalimantan Selatan 70733;-3.330489;114.7400279;Kantor Perusahaan;
TPA Tabing Rimbah Barito Kuala;TPA Tabing Rimbah;RMJR+VC5, Tabing Rimbah, Kec. Mandastana, Kabupaten Barito Kuala, Kalimantan Selatan 70561;-3.1678513;114.6910965;Tempat Pembuangan Sampah;
TPA HATIWIN Tapin;TPA Hatiwin Kab. Tapin;X557+P8X, Rumintin, Kec. Tapin Sel., Kabupaten Tapin, Kalimantan Selatan;-3.0406471;115.1633452;Kantor Pemerintah;
TPA MALUTU Hulu Sungai Selatan;TPA Malutu;47W4+MPP, Jl. Paharuangan, Sungai Raya Sel., Kec. Sungai Raya, Kabupaten Hulu Sungai Selatan, Kalimantan Selatan 71271;-2.8532795;115.2568324;Tempat Pembuangan Sampah;
TPA TELANG Hulu Sungai Tengah;TPA Sampah Telang;GC73+XHF, Jl. A. Yani, Telang, Kec. Batang Alai Utara, Kabupaten Hulu Sungai Tengah, Kalimantan Selatan 71391;-2.485075;115.4039154;Layanan Pengelolaan Limbah;
TPA TEBING LIRING Hulu Sungai Utara;TPA Tebing Liring;Unnamed Road, Tabing Liring, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71661;-2.3496767;115.3400503;Tempat Pembuangan Sampah;
TPA Sanitary Landfill Desa Bongkang Tabalong;UPTD TPA BONGKANG;Jl. Tj. - Kuaro, Wirang, Kec. Haruai, Kabupaten Tabalong, Kalimantan Selatan 71572;-2.031468;115.5654014;Kantor Hubungan Masyarakat;
TPA Sungai Dua Tanah Bumbu;TPA Sungai Dua;Jl. Raya Serongga km. 15, Ds, Sungai Dua, Kec. Simpang Empat, Kabupaten Tanah Bumbu, Kalimantan Selatan 72211;-3.2945274;116.0055882;Kantor Perusahaan;
TPA Satui Tanah Bumbu;Not Found;Not Found;-3.5402491;115.6950806;Not Found;
TPA BATU MERAH Balangan;TPA Batu Merah Kabuapten Balangan;J9RX+4H4, Tampang, Kec. Lampihong, Kabupaten Balangan, Kalimantan Selatan 71663;-2.3597359;115.3989447;Kantor Perusahaan;
TPA Sampah Regional Banjarbakula Banjarmasin;Zona 4;GW52+GQM, Cempaka, Kec. Cemp., Kota Banjar Baru, Kalimantan Selatan 70733;-3.4931267;114.899482;Tempat Pembuangan Sampah;
TPA BASIRIH Banjarmasin;TPA Basirih;Jl. Gubernur Soebardjo Jl. Handil Palung No.Kel, Basirih Selatan, Kec. Banjarmasin Sel., Prov, Kalimantan Selatan;-3.3694263;114.5805738;Tempat Pembuangan Sampah;
TPA SONGKA Paser;TK/TPA Hidayatus Shibyan;Jalan Desa Songka Gang SMA No.RT.05, Batu Kajang, Kec. Batu Sopang, Tana Paser, Kalimantan Timur 76252;-1.8210612;115.8950764;Tempat Religius;1
TPA KM7 JANJU Paser;Not Found;Not Found;Not Found;Not Found;Not Found;
TPA Bujangga Berau;TPA Bujangga Tanjung Redeb;4FV9+V6V, Rinding, Kec. Tlk. Bayur, Kabupaten Berau, Kalimantan Timur 77315;2.1447257;117.4680531;Tempat Pembuangan Sampah;
TPA Belaw Kutai Barat;TPA BELAW;PJQM+X5X, Mencimai, Kec. Barong Tongkok, Kabupaten Kutai Barat, Kalimantan Timur 75777;-0.2600119;115.6329747;Tempat Pembuangan Sampah;
TPA Buluminung Penajam Paser Utara;TPA Buluminung;QP5H+35C, Unnamed Road, Buluminung, Penajam, Kabupaten Penajam Paser Utara, Kalimantan Timur 76141;-1.2423243;116.7278953;Tempat Pembuangan Sampah;
UPTD TPA Sampah Manggar Balikpapan;Not Found;Not Found;-1.2131047;116.9385185;Not Found;
TPA Bontang Lestari Bontang;TPA Bontang Lestari;3CMW+GG5 TPA, Bontang Lestari, Kec. Bontang Sel., Kota Bontang, Kalimantan Timur 75325;0.0837718;117.4463589;Tempat Pembuangan Sampah;
TPA Tanjung Selor Bulungan;TPA TANJUNG SELOR;RC2V+GQ, Bumi Rahayu, Kec. Tj. Selor, Kabupaten Bulungan, Kalimantan Utara;2.8013337;117.4443885;Tempat Pembuangan Sampah;
TPST SUNGAI BATANG Nunukan;TPA Tanjung Harapan;2PGC+RH, Tj. Harapan, Nunukan Sel., Kabupaten Nunukan, Kalimantan Utara;4.0652724;117.7953827;Tempat Pembuangan Sampah;
TPA Tanjung Harapan Nunukan;TPA Tanjung Harapan;2PGC+RH, Tj. Harapan, Nunukan Sel., Kabupaten Nunukan, Kalimantan Utara;4.0270718;117.7214214;Not Found;
TPA Tana Tidung;TPA Sampah KTT;GVXX+F6H, Limbu Sedulun, Kec. Sesayap, Kabupaten Tana Tidung, Kalimantan Utara 77152;3.6422421;117.2355857;Tempat Pembuangan Sampah;
TPA KULO Minahasa;TPA TONDANO;8VJX+X8G, Masarang, Kec. Tondano Bar., Kabupaten Minahasa, Sulawesi Utara;1.333234;124.8991245;Tempat Pembuangan Sampah;
TPA SANTIAGO Kepulauan Sangihe;Tempat Pemrosesan Akhir (TPA) Santiago;JFC8+M4J, Santiago, Kec. Tahuna, Kabupaten Kepulauan Sangihe, Sulawesi Utara;3.6216915;125.4652837;Gudang;
TPA Mobongo Minahasa Selatan;TPA Mobongo;5GXR+7MV, Kawangkoan Bawah, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara;1.1977719;124.5420127;Not Found;
TPA AIRMADIDI Minahasa Utara;TPA Airmadidi;CX67+GRM, Unnamed Road, Sawangan, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara;1.4113469;124.9645495;Tempat Pembuangan Sampah;
TPA MINAHASA TENGGARA Minahasa Tenggara;TPA PATEWAN Minahasa Tenggara;Unnamed Road, Wawali Pasan, Kec. Ratahan, Kabupaten Minahasa Tenggara, Sulawesi Utara;1.0178287;124.8077046;Tempat Pembuangan Sampah;
TPA Bolaang Mongondow Utara Bolaang Mongondow Utara;TPA MOPUYA;HX9R+RXQ, Mopuya Sel., Kec. Dumoga Utara, Kabupaten Bolaang Mongondow, Sulawesi Utara;0.6256362;123.9812677;Tempat Pembuangan Sampah;
TPA TANAKI Kep. Siau Tagulandang Biaro;Not Found;Not Found;Not Found;Not Found;Not Found;
TPA PINOLANTUNGAN Bolaang Mongondow Selatan;TPA PINOLANTUNGAN;9WVP+69X, Pinolantungan, Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara;0.3931209;123.9359756;Kantor Pemerintah;
TPA Aertembaga Bitung;TPA Aertembaga;F674+WXC, Aertembaga Dua, Aertembaga, Kota Bitung, Sulawesi Utara;1.4648011;125.2073795;Tempat Pembuangan Limbah Berbahaya;
TPA TARA-TARA Tomohon;TPA Tomohon;8P8X+2Q2, Taratara Satu, Kec. Tomohon Bar., Kota Tomohon, Sulawesi Utara;1.3150057;124.7493761;Fasilitas Pengolahan Air Limbah;
TPA Bonawang Kotamobagu;TPA BONAWANG POYOWA KECIL;P7PM+W9G, Poyowa Kecil, Kec. Kotamobagu Bar., Kota Kotamobagu, Sulawesi Utara;0.7373234;124.2834433;Not Found;
TPA Kabonga Besar Donggala;TPA Sampah DONGGALA;7PJW+5JJ, Kabonga Besar, Kec. Banawa, Kabupaten Donggala, Sulawesi Tengah 94351;-0.7195464;119.7465063;Kantor Perusahaan;
TPA Bahoruru Morowali;TPA Bahoruru;Ipi, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah;-2.5158418;121.9333586;Tempat Pembuangan Sampah;
TPA SAIYONG Banggai Kepulauan;Pelabuhan Saiyong;J7GC+XHV, Saiyong, Tinangkung, Kabupaten Banggai Kepulauan, Sulawesi Tengah 94885;-1.372522;123.2714336;Otoritas Pelabuhan;0
TPA JONONUNU Parigi Moutong;TPA-S Jononunu;64F5+F3V, Jononunu, Kec. Parigi Tengah, Kabupaten Parigi Moutong, Sulawesi Tengah 94471;-0.7762608;120.1076699;Layanan pembuangan sampah besar;
TPA Sampah Tolokibit Banggai Laut;TPA Tolokibit;7GGQ+J46, Tolokibit, Kec. Banggai Sel., Kabupaten Banggai Kepulauan, Sulawesi Tengah;-1.7234726;123.5377715;Not Found;
Kaburu Kepulauan Selayar TPA;TPA Kaburu;WFFG+FRP, Jambuiya, Kec. Bontomanai, Kab. Kepulauan Selayar, Sulawesi Selatan 92851;-6.0756332;120.4815723;Tempat Pembuangan Sampah;
TPA BORONG MANEMPA Bulukumba;TPA BORONG MANEMPA;F5VM+8W7, Polewali, Kec. Gantarang, Kabupaten Bulukumba, Sulawesi Selatan 92561;-5.5067198;120.1847934;Not Found;
TPA BATU TERANG Bantaeng;IPLT BATU TERANG;FW47+H87, Bonto Lebang, Kec. Bissappu, Kabupaten Bantaeng, Sulawesi Selatan 92451;-5.5435804;119.9132836;Kantor Perusahaan;
TPA PASIPPO Bone;TPA Passippo;F7R3+PM, Pasippo, Kec. Palakka, Kabupaten Bone, Sulawesi Selatan;Not Found;Not Found;Tempat Pembuangan Sampah;
TPA Bonto Ramba Maros;TPA Bontoramba;WHJJ+225, Bonto Matene, Kec. Mandai, Kabupaten Maros, Sulawesi Selatan 90552;-5.0699869;119.5801188;Tempat Pembuangan Sampah;
TPA TARAWEANG Pangkajene dan Kepulauan;Not Found;Not Found;-4.7910623;119.5913071;Not Found;
TPA Padangloang Barru;Not Found;Not Found;-4.2655101;119.617437;Not Found;
TPA Lempa Soppeng;Tempat Pemrosesan Akhir (TPA) Lempa;JVCW+8PP, Lalabata Rilau, Kec. Lalabata, Kabupaten Soppeng, Sulawesi Selatan;-4.379173;119.8968172;Kantor Pemerintah;
TPA 2 Cempalagi Wajo;TPA Kampiri;Q497+J5, Pallawaruka, Kec. Pammana, Kabupaten Wajo, Sulawesi Selatan;-4.2308824;120.1129554;Not Found;
TPA PATOMMO Sidenreng Rappang;TPA Patommo Kab. Sidrap;3PCR+XH4, Arawa, Kec. Watang Pulu, Kabupaten Sidenreng Rappang, Sulawesi Selatan 91661;-3.927603;119.741457;Tempat Pembuangan Sampah;
TPA MALIMPUNG Pinrang;TPA Malimpung;7PG5+F6R, Malimpung, Kec. Patampanua, Kabupaten Pinrang, Sulawesi Selatan 91252;-3.7237559;119.7080233;Tempat Pembuangan Sampah;
TPA Meli Luwu Utara;TPA Kec Baebunta;F7F4+XRV, Melli, Kec. Baebunta, Kabupaten Luwu Utara, Sulawesi Selatan 92965;-2.5250112;120.2390177;Tempat Pembuangan Sampah;
TPA Inalahi Luwu Timur;Not Found;Not Found;-2.6024845;121.2467156;Not Found;
TPA Ussu Luwu Timur;TPA (Tempat Pembuangan Akhir) USSU;C473+G53, Ussu, Kec. Malili, Kabupaten Luwu Timur, Sulawesi Selatan;-2.5835212;121.0854621;Layanan pembuangan sampah besar;
TPA Tamangapa Makassar;TPA Sampah Antang;RFFR+8CJ, Bangkala, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90235;-5.176659;119.4865004;Tempat Pembuangan Sampah;
TPA Aloppoe Lapadde Parepare;TPA ALOPPOE LAPADDE;2MF7+4J3, Lapadde, Kec. Ujung, Kota Parepare, Sulawesi Selatan 91112;-3.9772445;119.6640469;Tambahkan nomor telepon tempat ini;
TPA Mancani Palopo;TPA Sampah Mancani Kota Palopo;35HP+X53, Batu Walenrang, Kec. Telluwanua, Kota Palopo, Sulawesi Selatan 91958;-2.920116;120.185408;Layanan Pengelolaan Limbah;
TPA Patioso Kolaka;TPA;WWV7+MX7, Lara, Kec. Tirawuta, Kabupaten Kolaka, Sulawesi Tenggara 93572;-3.827058;121.4352474;Tempat Pembuangan Sampah;
TPA Sidodadi Muna;TPA KAB. MUNA;6P47+Q8M, Unnamed Road, Sidodadi, Kec. Batalaiworu, Kabupaten Muna, Sulawesi Tenggara 93614;-4.793039;122.713298;Kantor Perusahaan;
TPA ASERA Konawe Utara;Tempat Pembuangan Akhir (TPA) Asera;G34Q+6M, Tangguluri, Kec. Asera, Kabupaten Konawe Utara, Sulawesi Tenggara;-3.4944675;122.0891276;Tambahkan nomor telepon tempat ini;
TPA LARA Kolaka Timur;TPA;WWV7+MX7, Lara, Kec. Tirawuta, Kabupaten Kolaka, Sulawesi Tenggara 93572;-4.0558285;121.9149191;Not Found;
TPA Puuwatu Kendari;Not Found;Not Found;Not Found;Not Found;Not Found;
TPA WAKONTI Bau Bau;Kantor TPA WAKONTI;GJGV+G44, Unnamed Road, Kadolo Katapi, Kec. Wolio, Kota Bau-Bau, Sulawesi Tenggara 93711;-5.4737258;122.6428398;Tempat Pembuangan Sampah;
TPA LONUO Bone Bolango;TPA LUNUO;H4W9+32F, Lonuo, Kec. Tilongkabila, Kabupaten Bone Bolango, Gorontalo 96126;0.5951792;123.1175596;Not Found;
TPA TALUMELITO Gorontalo;TPA Sampah Talumelito;J2M8+V23, Talumelito, Kec. Telaga Biru, Kabupaten Gorontalo, Gorontalo 96137;0.6346476;123.0105287;Tempat Pembuangan Sampah;
TPA Adi Adi Mamuju;TPA Adi-adi;6VP5+9RW, Botteng Utara, Kec. Simboro Dan Kepulauan, Kabupaten Mamuju, Sulawesi Barat 91512;-2.7640199;118.8595685;Tempat Pembuangan Sampah;
TPA Moluku Majene;TPA sampah majene;FW2Q+P67, Totoli, Kec. Banggae, Kabupaten Majene, Sulawesi Barat 91415;-3.5482017;117.7844749;Layanan Pengelolaan Limbah;
TPA Kalipasa Seram Bagian Barat;Not Found;Not Found;-3.1111147;127.9993435;Not Found;
TPA KOTA DOBO Kepulauan Aru;Tpa Nurul Yaqin;66H8+6Q2, Siwalima, Kec. Pulau-Pulau Aru, Kabupaten Kepulauan Aru, Maluku;-5.771991;134.2168976;Tempat Ibadah;1
TPA Toisapu Ambon;Not Found;Not Found;-3.6458919;128.216873;Not Found;
TPA KOTA TUAL Tual;Not Found;Not Found;-5.6476466;132.474591;Not Found;
TPA Marabose Halmahera Selatan;TPA Marabose;9GR9+2R6, Marabose, Kec. Bacan, Kabupaten Halmahera Selatan, Maluku Utara;-0.6099676;127.5195125;Jasa Pembuangan Sampah;
TPA Waikalopa Kepulauan Sula;Not Found;Not Found;-2.0480619;125.943807;Not Found;
Tempat Pembuangan Sampah Halmahera Timur;Depo Sampah Kaliwungu;Jl. Halmahera Gg. VI No.Blok A, Kaliwungu, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61419;-7.5594938;103.0087949;Tempat Pembuangan Sampah;
TPA Maba Halmahera Timur;Not Found;Not Found;0.7710549;128.3907255;Not Found;
TPA Dahegila Pulau Morotai;Not Found;Not Found;2.0973778;128.3192801;Not Found;
Tempat pembuangan sampah Pulau Taliabu;TPA Lelowai;RV3V+J5G, Naekasa, Kec. Tasifeto Bar., Kabupaten Belu, Nusa Tenggara Tim.;-9.195936;115.6644531;Tempat Pembuangan Sampah;
TPA AROMAREA Kepulauan Yapen;Not Found;Not Found;-1.8385428;136.1933649;Not Found;
TPA Sewan Sarmi;Not Found;Not Found;Not Found;Not Found;Not Found;
TPA Wembi Keerom;Not Found;Not Found;-2.9290611;140.8136109;Not Found;
TPA Sowi Gunung Manokwari;TPA SOWI GUNUNG;32QC+2R9, Unnamed Road, Masiepi, Distrik Manokwari, Kabupaten Manokwari, Papua Bar. 98315;-0.9124605;134.0220941;Jasa Pembuangan Sampah;
TPA KADAMBER Fak Fak;TPA (Tempat Pembuangan Sampah);37RJ+FP8, Wrikapal, Distrik Fakfak, Kabupaten Fakfak, Papua Bar. 98651;-2.9088428;132.2638156;Tempat Pembuangan Sampah;
TPA SIKAMA Teluk Wondama;TPS;7GC4+WVM, Wasior I, Distrik Wasior, Kabupaten Teluk Wondama, Papua Bar. 98362;-2.7276752;134.2183517;Tempat Pembuangan Sampah;
TEMPAT PEMROSESAN AKHIR (TPA) MANDOBO Boven Digoel;Tempat Pemrosesan Akhir (TPA) Banjardowo;F56X+Q4H, Banjar Dowo, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61419;-7.5380749;93.7408174;Tempat Pembuangan Sampah;
Tempat Penyimpanan sementara (TPS) Asmat;Tps sampah sementara sonokwijenan;Jl. Pattimura No.03, Sonokwijenan, Kec. Sukomanunggal, Surabaya, Jawa Timur 60189;-7.2763835;112.697768;Tempat Pembuangan Sampah;
TPA KARADIRI Nabire;Tempat Pembuangan Akhir;H92P+M5, Wanggar Makmur, Kec. Wanggar, Kabupaten Nabire, Papua;-3.448305;135.3133542;Tempat Pembuangan Sampah;
TPA IWAKA Mimika;TPA Iwaka;FPMX+F9C, Unnamed Road, Iwaka, Kuala Kencana, Mimika Regency, Papua 99963;-4.5163032;136.7483772;Kantor Perusahaan;
TPA DISTRIK PISUGI Jayawijaya;TPA PISUGI;WXQ7+93, Okoloma, Kec. Kurulu, Kabupaten Jayawijaya, Papua;-4.061556;138.962743;Tempat Pembuangan Sampah;
TPA Mariat Gunung Sorong;TPA 34 Mariat gunung;XC48+W6G, Klaben, Distrik Mariat, Kabupaten Sorong, Papua Bar. 98417;-1.0432177;131.4151696;Tempat Pembuangan Sampah;
TPA WAYER Sorong Selatan;Not Found;Not Found;Not Found;Not Found;Not Found;
TPA BABUR Raja Ampat;Not Found;Not Found;-0.5874;130.3201959;Not Found;
Depo Sampah Kota Langsa Langsa;TPA Sampah Kota Langsa;CWF9+MV8, Jambur Labu, Kec. Birem Bayeun, Kabupaten Aceh Timur, Aceh 24375;4.4241575;97.8476095;Tempat Pembuangan Sampah;
TPST Nagasaribu Kecamatan Lintongnihuta Humbang Hasundutan;Not Found;Not Found;2.249542;98.9016951;Not Found;
TPS Kecamatan Medan Tembung Medan;TPS ( Tempat Pembuangan Sementara ) Universitas Sumatera Utara;HM52+JWX, Padang Bulan, Kec. Medan Baru, Kota Medan, Sumatera Utara 20155;3.5592825;98.5806069;Gudang;
TPS Kecamatan Medan Barat Medan;TPS ( Tempat Pembuangan Sementara ) Universitas Sumatera Utara;HM52+JWX, Padang Bulan, Kec. Medan Baru, Kota Medan, Sumatera Utara 20155;3.5592825;98.5806069;Gudang;
TPS Kecamatan Medan Denai Medan;KEPUL POINT DENAI (TBS);HPJ4+QG7, Jl. Denai, Tegal Sari Mandala I, Kec. Medan Area, Kota Medan, Sumatera Utara 20227;3.5819205;98.6702581;Layanan Pengelolaan Limbah;
TPS Kecamatan Medan Labuhan Medan;Not Found;Not Found;3.7335024;98.6742608;Not Found;
TPS Kecamatan Medan Petisah Medan;TPS ( Tempat Pembuangan Sementara ) Universitas Sumatera Utara;HM52+JWX, Padang Bulan, Kec. Medan Baru, Kota Medan, Sumatera Utara 20155;3.5592825;98.5806069;Gudang;
TPS Kecamatan Medan Sunggal Medan;TPS OO1;Jl. Sei Batang Hari No.67-69, Babura Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20119;3.5848666;98.648069;Balai masyarakat;
TPS Kecamatan Medan Area Medan;TPS ( Tempat Pembuangan Sementara ) Universitas Sumatera Utara;HM52+JWX, Padang Bulan, Kec. Medan Baru, Kota Medan, Sumatera Utara 20155;3.5592825;98.5806069;Gudang;
TPS Kecamatan Medan Deli Medan;Not Found;Not Found;3.6834345;98.6707624;Not Found;
TPS Kecamatan Medan Kota Medan;TPS Limbah B3 Wuling;GMXX+X3J, Sitirejo II, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20217;3.5499705;98.5534475;Kantor Perusahaan;
TPS Kecamatan Medan Perjuangan Medan;Not Found;Not Found;3.5893407;98.6795173;Not Found;
TPS Kecamatan Medan Tuntungan Medan;TPS ( Tempat Pembuangan Sementara ) Universitas Sumatera Utara;HM52+JWX, Padang Bulan, Kec. Medan Baru, Kota Medan, Sumatera Utara 20155;3.5592825;98.5806069;Gudang;
